order_id,pizza_id,quantity
174,big_meat,1
175,big_meat,1
179,hawaiian,1
179,veggie_veg,1
179,sicilian,1
180,classic_dlx,1
180,classic_dlx,1
182,peppr_salami,1
182,brie_carre,1
184,hawaiian,1
185,sicilian,1
185,spin_pesto,1
186,mexicana,1
186,thai_ckn,1
186,spin_pesto,1
186,southw_ckn,1
187,five_cheese,1
187,spin_pesto,1
188,pepperoni,1
188,peppr_salami,1
188,five_cheese,1
189,five_cheese,2
190,four_cheese,1
190,pep_msh_pep,1
190,prsc_argla,1
190,bbq_ckn,1
192,southw_ckn,1
192,sicilian,1
193,big_meat,1
193,ckn_alfredo,2
193,ckn_alfredo,1
194,ckn_alfredo,1
195,ckn_alfredo,1
196,spicy_ital,1
196,sicilian,1
196,veggie_veg,1
197,ital_cpcllo,1
197,soppressata,1
198,big_meat,1
198,ckn_alfredo,1
199,ckn_alfredo,1
201,ckn_alfredo,1
201,calabrese,1
201,ital_supr,1
202,ital_supr,1
203,ital_veggie,1
203,pep_msh_pep,1
203,pep_msh_pep,1
203,the_greek,1
204,spicy_ital,1
205,ckn_alfredo,1
205,cali_ckn,1
205,prsc_argla,1
206,pepperoni,1
206,napolitana,1
208,ckn_alfredo,1
208,the_greek,1
208,bbq_ckn,1
208,pepperoni,1
209,pepperoni,1
212,ital_cpcllo,1
214,mexicana,1
214,spin_pesto,1
214,spin_pesto,1
214,ital_cpcllo,1
215,green_garden,1
216,hawaiian,1
216,five_cheese,1
216,bbq_ckn,1
217,classic_dlx,1
218,spicy_ital,1
220,spicy_ital,1
220,napolitana,1
220,ital_cpcllo,1
222,sicilian,1
222,four_cheese,1
224,ital_supr,1
224,ckn_alfredo,1
224,ckn_alfredo,1
224,napolitana,1
225,napolitana,1
225,napolitana,1
225,southw_ckn,1
226,classic_dlx,1
227,the_greek,1
227,the_greek,1
228,ital_veggie,1
229,prsc_argla,1
229,spin_pesto,1
229,ital_veggie,1
230,thai_ckn,1
231,thai_ckn,1
231,napolitana,1
233,spinach_fet,1
234,napolitana,1
234,ckn_alfredo,1
234,ckn_alfredo,1
235,cali_ckn,1
238,spin_pesto,1
239,thai_ckn,1
240,four_cheese,1
241,sicilian,1
241,spinach_supr,1
242,thai_ckn,1
242,calabrese,1
242,veggie_veg,1
243,classic_dlx,1
243,spinach_supr,1
245,spinach_supr,1
245,bbq_ckn,1
246,ckn_alfredo,1
247,hawaiian,1
247,spinach_supr,1
249,calabrese,1
249,bbq_ckn,1
250,four_cheese,1
251,mexicana,1
252,prsc_argla,1
254,brie_carre,1
254,five_cheese,1
254,bbq_ckn,1
255,five_cheese,1
255,hawaiian,1
255,spinach_fet,1
256,pep_msh_pep,1
257,ckn_alfredo,1
257,cali_ckn,1
258,classic_dlx,1
259,pepperoni,1
260,pepperoni,1
260,five_cheese,1
261,brie_carre,1
262,cali_ckn,1
263,spin_pesto,1
264,mexicana,1
265,sicilian,1
265,ckn_alfredo,1
265,spicy_ital,1
265,mexicana,1
266,peppr_salami,1
267,mediterraneo,1
267,napolitana,1
267,four_cheese,1
268,four_cheese,1
269,ckn_alfredo,1
270,spin_pesto,1
270,southw_ckn,1
271,southw_ckn,1
271,the_greek,1
271,soppressata,1
271,ckn_pesto,2
271,ckn_pesto,2
271,ckn_alfredo,1
271,big_meat,1
272,big_meat,1
273,soppressata,1
274,four_cheese,1
275,pepperoni,1
275,classic_dlx,1
275,five_cheese,1
276,spicy_ital,1
276,five_cheese,1
277,four_cheese,1
278,southw_ckn,1
278,ital_veggie,1
279,ckn_alfredo,1
279,cali_ckn,1
280,cali_ckn,1
280,veggie_veg,1
281,sicilian,1
282,classic_dlx,1
282,spin_pesto,1
282,peppr_salami,1
283,napolitana,1
284,hawaiian,1
284,napolitana,1
284,four_cheese,1
285,prsc_argla,1
286,peppr_salami,1
286,peppr_salami,1
287,ital_supr,1
287,sicilian,1
287,sicilian,1
287,pepperoni,1
288,spinach_supr,1
288,prsc_argla,1
288,brie_carre,1
289,five_cheese,1
290,veggie_veg,1
290,classic_dlx,1
291,bbq_ckn,1
291,four_cheese,1
291,ckn_alfredo,2
292,spin_pesto,1
292,spinach_fet,1
293,classic_dlx,1
293,ital_veggie,1
294,bbq_ckn,1
294,bbq_ckn,1
294,thai_ckn,1
295,cali_ckn,1
296,green_garden,1
296,ital_cpcllo,1
297,southw_ckn,1
298,classic_dlx,1
298,ckn_alfredo,1
298,ckn_alfredo,1
299,classic_dlx,1
299,spinach_fet,1
301,napolitana,1
302,peppr_salami,1
303,peppr_salami,1
303,pepperoni,1
304,mexicana,1
304,hawaiian,1
305,pepperoni,1
305,spicy_ital,1
307,thai_ckn,1
307,classic_dlx,1
308,thai_ckn,1
308,thai_ckn,1
308,pep_msh_pep,1
309,pep_msh_pep,1
309,peppr_salami,1
310,thai_ckn,1
310,hawaiian,1
311,sicilian,1
312,sicilian,1
312,ckn_alfredo,1
312,big_meat,1
314,big_meat,1
314,five_cheese,1
314,calabrese,1
315,calabrese,1
316,ital_supr,1
316,hawaiian,1
317,hawaiian,1
317,spinach_fet,1
317,classic_dlx,1
317,classic_dlx,1
317,classic_dlx,1
317,prsc_argla,1
317,four_cheese,1
318,soppressata,1
318,ital_cpcllo,1
318,spicy_ital,1
320,spicy_ital,1
320,spicy_ital,1
321,ital_supr,1
322,ital_supr,1
322,ital_supr,1
322,thai_ckn,1
322,thai_ckn,1
323,classic_dlx,1
324,classic_dlx,1
325,classic_dlx,1
325,veggie_veg,1
326,cali_ckn,1
326,spinach_supr,1
327,classic_dlx,1
329,spinach_supr,1
329,spicy_ital,1
330,ckn_alfredo,1
330,hawaiian,1
330,hawaiian,1
330,hawaiian,1
330,classic_dlx,1
330,spinach_fet,1
330,spicy_ital,1
330,four_cheese,1
330,classic_dlx,1
330,big_meat,1
330,spicy_ital,1
330,five_cheese,1
330,the_greek,1
332,southw_ckn,1
332,southw_ckn,1
332,sicilian,1
333,ckn_alfredo,1
334,ckn_alfredo,1
334,ckn_alfredo,1
334,ckn_alfredo,1
334,ckn_alfredo,1
335,mediterraneo,1
336,prsc_argla,1
337,hawaiian,1
337,pepperoni,1
338,the_greek,1
338,mexicana,1
339,spicy_ital,1
341,bbq_ckn,1
341,pepperoni,1
342,southw_ckn,1
342,sicilian,1
343,four_cheese,1
344,four_cheese,1
345,spinach_fet,1
345,peppr_salami,1
346,green_garden,1
346,napolitana,1
346,hawaiian,1
347,spinach_fet,1
347,veggie_veg,1
347,thai_ckn,1
348,thai_ckn,1
348,classic_dlx,1
348,thai_ckn,1
350,spicy_ital,1
350,classic_dlx,1
350,classic_dlx,1
351,big_meat,1
351,hawaiian,1
352,ital_cpcllo,1
352,big_meat,1
353,prsc_argla,1
353,bbq_ckn,1
353,cali_ckn,1
354,green_garden,1
355,ital_supr,1
355,ckn_alfredo,1
356,ckn_alfredo,1
357,ckn_alfredo,1
357,spinach_fet,1
357,southw_ckn,1
358,ital_supr,1
359,ital_supr,1
359,thai_ckn,1
360,green_garden,1
360,hawaiian,1
360,bbq_ckn,1
361,ital_cpcllo,1
361,ital_cpcllo,2
362,mexicana,1
362,bbq_ckn,1
363,mediterraneo,1
363,mexicana,1
364,mexicana,1
364,the_greek,1
365,pepperoni,1
365,four_cheese,1
365,mediterraneo,1
366,ital_cpcllo,1
367,hawaiian,1
367,spinach_fet,1
369,spinach_fet,1
370,hawaiian,1
370,four_cheese,1
371,pepperoni,1
372,spinach_fet,1
373,classic_dlx,1
374,classic_dlx,1
374,peppr_salami,1
374,ckn_alfredo,1
375,mexicana,1
376,the_greek,1
377,hawaiian,1
377,hawaiian,1
378,ital_veggie,1
379,thai_ckn,1
380,cali_ckn,1
380,calabrese,1
381,southw_ckn,1
382,veggie_veg,1
382,thai_ckn,1
384,thai_ckn,1
384,hawaiian,1
384,mediterraneo,1
385,veggie_veg,1
386,thai_ckn,1
386,ital_veggie,1
387,spicy_ital,1
387,spicy_ital,1
387,big_meat,1
387,bbq_ckn,1
387,spinach_fet,1
388,mediterraneo,1
388,veggie_veg,1
388,bbq_ckn,1
388,ckn_alfredo,1
390,ckn_alfredo,1
391,ckn_alfredo,1
392,ckn_alfredo,1
392,pepperoni,2
392,prsc_argla,1
392,prsc_argla,1
392,soppressata,1
392,calabrese,1
392,sicilian,1
393,green_garden,1
393,hawaiian,1
394,big_meat,1
394,pepperoni,1
394,ckn_pesto,1
394,spin_pesto,1
394,hawaiian,1
394,pepperoni,3
394,pepperoni,1
394,spicy_ital,1
394,veggie_veg,1
394,veggie_veg,1
394,sicilian,1
395,napolitana,1
396,spinach_fet,1
397,hawaiian,1
397,pepperoni,1
397,five_cheese,2
398,five_cheese,1
400,thai_ckn,1
400,pepperoni,1
401,veggie_veg,1
402,ital_supr,1
402,four_cheese,1
403,bbq_ckn,1
403,bbq_ckn,1
403,classic_dlx,1
404,classic_dlx,1
405,sicilian,1
406,ital_veggie,1
406,ckn_alfredo,1
406,classic_dlx,1
407,classic_dlx,1
407,classic_dlx,1
409,pepperoni,1
410,big_meat,2
410,mediterraneo,1
410,the_greek,1
411,southw_ckn,1
411,southw_ckn,1
412,spinach_supr,1
412,brie_carre,1
414,ital_supr,1
414,classic_dlx,1
414,five_cheese,1
415,cali_ckn,1
416,spinach_fet,1
417,pepperoni,1
418,ckn_pesto,1
419,bbq_ckn,1
419,veggie_veg,1
419,hawaiian,1
420,five_cheese,1
420,five_cheese,1
421,five_cheese,1
421,calabrese,1
421,calabrese,1
422,ital_supr,1
422,four_cheese,1
424,four_cheese,1
425,soppressata,1
426,sicilian,1
426,classic_dlx,1
427,spinach_fet,1
428,calabrese,1
428,ital_cpcllo,1
429,spicy_ital,1
430,green_garden,1
431,big_meat,1
431,ckn_alfredo,1
431,hawaiian,1
432,veggie_veg,1
432,veggie_veg,1
433,spicy_ital,1
434,spicy_ital,1
434,napolitana,1
434,veggie_veg,1
436,peppr_salami,1
436,pep_msh_pep,1
436,classic_dlx,1
437,classic_dlx,1
438,veggie_veg,1
439,pepperoni,1
439,the_greek,1
441,spicy_ital,1
441,thai_ckn,1
443,mexicana,1
443,spicy_ital,1
443,big_meat,1
443,ital_cpcllo,1
443,spicy_ital,1
443,sicilian,1
443,sicilian,1
443,four_cheese,1
443,southw_ckn,1
443,ital_veggie,1
444,four_cheese,1
445,hawaiian,1
446,hawaiian,1
446,big_meat,1
446,sicilian,1
447,five_cheese,1
448,sicilian,1
448,sicilian,1
448,hawaiian,1
449,hawaiian,1
450,big_meat,1
451,ital_cpcllo,1
451,southw_ckn,1
451,five_cheese,1
452,bbq_ckn,1
452,sicilian,1
452,sicilian,1
453,cali_ckn,1
453,sicilian,1
455,ital_supr,1
456,spinach_fet,1
457,cali_ckn,1
457,ckn_alfredo,1
457,classic_dlx,1
458,classic_dlx,1
458,spinach_supr,1
458,spinach_supr,1
460,spinach_supr,1
460,green_garden,1
461,green_garden,1
462,spinach_fet,1
464,calabrese,1
464,calabrese,1
465,napolitana,1
466,the_greek,1
466,spinach_fet,1
468,four_cheese,1
468,pepperoni,1
469,bbq_ckn,1
469,sicilian,1
471,ital_veggie,1
472,ital_veggie,1
473,prsc_argla,1
473,southw_ckn,1
473,hawaiian,1
474,pepperoni,1
474,green_garden,1
475,green_garden,1
475,thai_ckn,1
476,pepperoni,1
476,veggie_veg,1
476,prsc_argla,1
477,mexicana,1
477,green_garden,1
478,calabrese,1
478,ckn_alfredo,1
479,ital_cpcllo,2
479,five_cheese,1
480,pepperoni,1
481,pepperoni,1
481,spinach_fet,1
482,spinach_fet,1
482,spicy_ital,1
482,green_garden,1
483,pep_msh_pep,1
483,bbq_ckn,1
483,napolitana,1
483,spicy_ital,1
484,mexicana,1
484,four_cheese,1
486,spinach_supr,1
488,veggie_veg,1
489,veggie_veg,1
490,big_meat,1
490,classic_dlx,1
490,napolitana,1
491,peppr_salami,1
491,pepperoni,1
491,prsc_argla,1
491,napolitana,1
492,sicilian,1
492,ckn_pesto,1
492,spinach_fet,1
493,spinach_fet,1
494,southw_ckn,1
494,five_cheese,1
494,four_cheese,1
494,four_cheese,1
495,sicilian,1
495,ital_supr,1
497,veggie_veg,1
499,mexicana,1
499,four_cheese,1
499,calabrese,1
499,calabrese,1
501,southw_ckn,1
501,hawaiian,1
502,ital_veggie,1
503,sicilian,1
503,pepperoni,1
504,the_greek,1
505,the_greek,1
505,pepperoni,1
506,spinach_fet,1
508,cali_ckn,1
508,cali_ckn,1
508,pepperoni,1
509,spicy_ital,1
510,classic_dlx,1
510,ital_supr,1
510,spicy_ital,1
510,classic_dlx,1
511,five_cheese,1
512,ital_veggie,1
513,four_cheese,1
513,pepperoni,1
516,veggie_veg,1
517,mexicana,1
518,prsc_argla,1
518,sicilian,1
518,big_meat,1
519,prsc_argla,1
520,spin_pesto,1
521,thai_ckn,1
522,four_cheese,2
522,ital_cpcllo,1
522,ital_cpcllo,1
522,the_greek,1
522,classic_dlx,1
522,the_greek,1
522,five_cheese,1
522,big_meat,1
522,sicilian,1
523,prsc_argla,1
525,pepperoni,1
526,pepperoni,1
527,four_cheese,1
527,southw_ckn,1
528,ital_cpcllo,1
529,calabrese,1
529,calabrese,2
529,hawaiian,1
530,classic_dlx,1
533,spicy_ital,1
533,five_cheese,1
534,southw_ckn,1
534,prsc_argla,1
535,classic_dlx,1
536,brie_carre,1
536,peppr_salami,1
537,ital_supr,1
537,classic_dlx,1
537,hawaiian,1
538,spinach_supr,1
539,five_cheese,1
539,spinach_fet,1
539,ital_veggie,1
540,spinach_supr,1
541,spinach_supr,1
542,spinach_supr,1
542,prsc_argla,1
543,ckn_pesto,1
543,mediterraneo,1
543,classic_dlx,1
544,napolitana,1
546,green_garden,1
549,big_meat,1
550,the_greek,1
550,spinach_fet,1
551,spinach_fet,1
551,four_cheese,1
551,soppressata,1
551,soppressata,1
553,mexicana,1
554,green_garden,1
555,hawaiian,1
556,the_greek,1
556,four_cheese,1
557,sicilian,1
557,spicy_ital,1
559,classic_dlx,1
560,spicy_ital,1
560,green_garden,1
561,spinach_supr,1
562,ckn_alfredo,1
564,mediterraneo,1
564,pepperoni,1
564,spinach_supr,1
565,ital_veggie,1
566,spinach_supr,1
567,four_cheese,1
567,soppressata,1
567,five_cheese,2
567,thai_ckn,1
567,sicilian,1
567,sicilian,1
567,pepperoni,1
567,spinach_supr,1
567,spinach_supr,1
567,spicy_ital,1
568,mexicana,1
569,ckn_alfredo,1
569,classic_dlx,1
570,southw_ckn,1
570,green_garden,1
571,big_meat,1
572,southw_ckn,1
573,classic_dlx,1
574,ital_veggie,1
575,classic_dlx,1
575,pepperoni,1
575,pepperoni,1
575,spinach_fet,1
578,calabrese,1
578,bbq_ckn,1
578,bbq_ckn,1
579,bbq_ckn,1
580,bbq_ckn,1
580,southw_ckn,1
581,mexicana,1
584,sicilian,1
584,soppressata,1
585,brie_carre,1
585,mexicana,1
586,mexicana,1
587,peppr_salami,1
587,peppr_salami,1
588,peppr_salami,1
589,mediterraneo,1
589,veggie_veg,1
589,ital_supr,1
590,five_cheese,1
591,southw_ckn,1
591,four_cheese,1
591,spin_pesto,1
592,pep_msh_pep,1
592,ital_veggie,1
594,calabrese,1
596,soppressata,1
597,prsc_argla,1
597,spicy_ital,1
597,cali_ckn,1
598,prsc_argla,1
599,peppr_salami,1
601,spin_pesto,1
601,bbq_ckn,1
601,classic_dlx,1
602,classic_dlx,1
603,mexicana,1
604,spinach_supr,1
604,soppressata,1
605,soppressata,1
605,pepperoni,1
608,pepperoni,1
608,pepperoni,1
608,hawaiian,1
610,big_meat,1
611,mexicana,1
611,five_cheese,1
611,the_greek,1
613,napolitana,1
614,peppr_salami,1
615,peppr_salami,1
616,prsc_argla,1
616,veggie_veg,1
617,ckn_pesto,1
618,spin_pesto,1
618,prsc_argla,1
619,prsc_argla,1
621,four_cheese,1
621,four_cheese,1
621,calabrese,1
621,spicy_ital,1
622,ital_supr,1
622,spicy_ital,1
623,hawaiian,1
623,hawaiian,1
625,spinach_supr,1
625,spinach_fet,1
626,four_cheese,1
626,four_cheese,1
627,the_greek,1
627,the_greek,1
628,ital_veggie,1
628,the_greek,1
628,classic_dlx,1
628,veggie_veg,1
629,spin_pesto,1
629,five_cheese,1
629,five_cheese,1
629,pep_msh_pep,1
630,sicilian,1
631,pepperoni,1
632,classic_dlx,1
633,pepperoni,1
633,peppr_salami,1
633,mediterraneo,1
634,pepperoni,1
635,hawaiian,1
635,pepperoni,1
635,spinach_fet,1
635,calabrese,1
635,spinach_fet,1
635,peppr_salami,1
635,sicilian,1
635,sicilian,2
636,classic_dlx,1
637,the_greek,1
637,veggie_veg,1
638,mexicana,1
639,pep_msh_pep,1
640,napolitana,1
640,ckn_pesto,1
640,cali_ckn,1
641,pepperoni,1
641,spinach_fet,1
641,spin_pesto,1
641,southw_ckn,1
642,calabrese,1
642,calabrese,1
642,calabrese,1
642,soppressata,1
643,spinach_fet,1
644,ital_supr,1
644,peppr_salami,1
645,bbq_ckn,1
646,hawaiian,1
646,thai_ckn,1
647,hawaiian,1
648,hawaiian,1
648,four_cheese,1
649,sicilian,1
649,pepperoni,1
649,peppr_salami,1
649,cali_ckn,1
650,pepperoni,1
651,pepperoni,1
651,pepperoni,1
651,calabrese,1
652,ckn_alfredo,1
652,big_meat,1
652,big_meat,1
652,big_meat,1
653,thai_ckn,1
654,sicilian,1
654,spin_pesto,1
654,mexicana,1
655,mexicana,1
656,veggie_veg,1
656,thai_ckn,1
657,bbq_ckn,1
657,classic_dlx,1
658,classic_dlx,1
658,veggie_veg,1
658,napolitana,1
659,sicilian,1
659,ital_supr,1
660,ital_supr,1
662,bbq_ckn,1
662,prsc_argla,1
663,four_cheese,1
667,pepperoni,1
669,ital_cpcllo,1
669,mexicana,1
670,ital_cpcllo,1
670,soppressata,1
671,ckn_pesto,1
672,ckn_pesto,1
672,green_garden,1
673,soppressata,1
673,thai_ckn,1
674,mexicana,1
674,prsc_argla,1
674,prsc_argla,1
674,spinach_fet,1
676,mexicana,1
676,veggie_veg,1
677,peppr_salami,1
678,spicy_ital,2
678,napolitana,1
679,napolitana,1
679,brie_carre,1
679,four_cheese,1
679,mediterraneo,1
681,peppr_salami,1
682,ital_supr,1
684,four_cheese,1
685,four_cheese,1
686,big_meat,1
688,spicy_ital,1
688,spinach_supr,1
689,thai_ckn,1
689,thai_ckn,1
690,pepperoni,1
691,bbq_ckn,1
692,cali_ckn,1
692,ital_veggie,1
694,pep_msh_pep,1
694,ital_veggie,1
694,ital_veggie,1
695,southw_ckn,1
696,prsc_argla,1
696,spicy_ital,1
698,pep_msh_pep,1
698,thai_ckn,1
699,pepperoni,1
701,hawaiian,1
701,prsc_argla,1
702,sicilian,1
703,peppr_salami,1
704,mediterraneo,1
704,calabrese,1
705,southw_ckn,1
705,ital_supr,1
706,ital_supr,1
706,napolitana,1
709,bbq_ckn,1
710,the_greek,1
710,hawaiian,1
710,southw_ckn,1
710,the_greek,1
712,ital_veggie,1
713,five_cheese,1
713,mediterraneo,1
714,mediterraneo,1
714,ital_cpcllo,1
714,hawaiian,1
714,classic_dlx,1
715,peppr_salami,1
715,spinach_fet,1
715,pepperoni,1
716,pepperoni,1
717,southw_ckn,1
718,southw_ckn,1
718,southw_ckn,1
719,bbq_ckn,1
719,mexicana,1
720,sicilian,1
720,pep_msh_pep,1
720,napolitana,1
721,classic_dlx,1
722,spin_pesto,1
722,napolitana,1
723,pepperoni,1
725,pepperoni,1
725,mexicana,1
725,the_greek,1
726,sicilian,1
728,southw_ckn,1
728,thai_ckn,1
728,thai_ckn,1
729,sicilian,1
729,hawaiian,1
730,hawaiian,1
731,sicilian,1
731,veggie_veg,1
732,spinach_fet,1
733,pepperoni,1
733,cali_ckn,1
733,ital_cpcllo,1
733,ital_cpcllo,1
734,pepperoni,1
735,pep_msh_pep,1
735,pep_msh_pep,1
735,pep_msh_pep,1
736,five_cheese,1
736,veggie_veg,1
737,bbq_ckn,1
737,bbq_ckn,1
738,southw_ckn,1
739,big_meat,1
741,napolitana,1
743,napolitana,1
744,peppr_salami,1
746,spicy_ital,1
747,mexicana,1
747,sicilian,1
747,spicy_ital,1
748,five_cheese,1
751,napolitana,1
751,veggie_veg,1
751,hawaiian,1
751,calabrese,1
752,soppressata,1
752,hawaiian,1
753,prsc_argla,1
753,ital_supr,1
753,green_garden,1
753,hawaiian,1
754,southw_ckn,1
754,southw_ckn,1
756,veggie_veg,1
756,spin_pesto,1
756,ckn_pesto,1
758,four_cheese,1
759,calabrese,1
760,cali_ckn,1
761,soppressata,1
761,sicilian,1
762,thai_ckn,1
763,classic_dlx,1
764,the_greek,1
764,ital_supr,1
765,ital_cpcllo,1
765,cali_ckn,1
765,sicilian,1
765,peppr_salami,1
766,ital_veggie,1
766,southw_ckn,1
766,mexicana,1
767,classic_dlx,1
768,brie_carre,1
769,four_cheese,1
770,four_cheese,1
770,peppr_salami,1
771,sicilian,1
771,cali_ckn,1
773,classic_dlx,1
773,classic_dlx,1
774,classic_dlx,1
774,spinach_fet,1
775,spinach_fet,1
